"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048667","cell morphogenesis involved in neuron differentiation","9/44","544/18723",3.95294777448742e-06,0.00336389688787129,0.00265978749805006,"4744/5015/92211/3670/66008/816/1000/4884/23022",9
"GO:0072132","mesenchyme morphogenesis","4/44","52/18723",6.61418410378631e-06,0.00336389688787129,0.00265978749805006,"3670/7042/26508/59",4
"GO:0044057","regulation of system process","9/44","580/18723",6.64364098987089e-06,0.00336389688787129,0.00265978749805006,"27242/3670/8912/255743/816/7042/2982/3728/4884",9
"GO:0030182","neuron differentiation","13/44","1363/18723",9.35764562336816e-06,0.00345143046171679,0.00272899910385562,"4744/27242/5015/92211/3670/66008/816/7042/3714/1000/26508/4884/23022",13
"GO:0061564","axon development","8/44","467/18723",1.1360863929285e-05,0.00345143046171679,0.00272899910385562,"4744/27242/5015/3670/66008/1000/4884/23022",8
"GO:0008015","blood circulation","8/44","512/18723",2.20548367146571e-05,0.00547293852401734,0.00432737802287086,"3670/8912/7042/2784/2982/1909/3728/59",8
"GO:0000904","cell morphogenesis involved in differentiation","9/44","694/18723",2.77511087726252e-05,0.00547293852401734,0.00432737802287086,"4744/5015/92211/3670/66008/816/1000/4884/23022",9
"GO:0048699","generation of neurons","13/44","1514/18723",2.88239026939689e-05,0.00547293852401734,0.00432737802287086,"4744/27242/5015/92211/3670/66008/816/7042/3714/1000/26508/4884/23022",13
"GO:0048666","neuron development","11/44","1104/18723",3.60659213748954e-05,0.00608712606316291,0.00481300775307084,"4744/27242/5015/92211/3670/66008/816/7042/1000/4884/23022",11
"GO:0014031","mesenchymal cell development","4/44","86/18723",4.89545749242631e-05,0.00681649508631666,0.00538970991544805,"3670/1000/26508/1909",4
"GO:0007409","axonogenesis","7/44","418/18723",4.93623738969607e-05,0.00681649508631666,0.00538970991544805,"4744/5015/3670/66008/1000/4884/23022",7
"GO:0060485","mesenchyme development","6/44","291/18723",5.75203394750786e-05,0.00691133021050029,0.00546469475775672,"3670/7042/1000/26508/1909/59",6
"GO:0022008","neurogenesis","13/44","1632/18723",6.32355795679379e-05,0.00691133021050029,0.00546469475775672,"4744/27242/5015/92211/3670/66008/816/7042/3714/1000/26508/4884/23022",13
"GO:0003013","circulatory system process","8/44","597/18723",6.55437060075297e-05,0.00691133021050029,0.00546469475775672,"3670/8912/7042/2784/2982/1909/3728/59",8
"GO:0000902","cell morphogenesis","10/44","988/18723",7.68740563309302e-05,0.00691133021050029,0.00546469475775672,"4744/5015/92211/3670/66008/816/7042/1000/4884/23022",10
"GO:0048812","neuron projection morphogenesis","8/44","615/18723",8.06800321073655e-05,0.00691133021050029,0.00546469475775672,"4744/5015/3670/66008/816/1000/4884/23022",8
"GO:0003012","muscle system process","7/44","452/18723",8.07297223071709e-05,0.00691133021050029,0.00546469475775672,"8912/255743/816/2982/1909/3728/59",7
"GO:0003203","endocardial cushion morphogenesis","3/44","36/18723",8.18985805062576e-05,0.00691133021050029,0.00546469475775672,"3670/7042/26508",3
"GO:0120039","plasma membrane bounded cell projection morphogenesis","8/44","630/18723",9.5422303103001e-05,0.00757307676651172,0.00598792875547616,"4744/5015/3670/66008/816/1000/4884/23022",8
"GO:0048858","cell projection morphogenesis","8/44","634/18723",9.97113464978502e-05,0.00757307676651172,0.00598792875547616,"4744/5015/3670/66008/816/1000/4884/23022",8
