"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030330","DNA damage response, signal transduction by p53 class mediator","6/90","72/18723",1.26208649297928e-06,0.00319686508671652,0.00277127623616293,"144455/8493/4193/25946/55367/83667",6
"GO:0072331","signal transduction by p53 class mediator","7/90","163/18723",1.35770980132006e-05,0.0107819372431212,0.00934657098474906,"144455/8493/4193/8805/25946/55367/83667",7
"GO:0120036","plasma membrane bounded cell projection organization","20/90","1478/18723",1.8636414928772e-05,0.0107819372431212,0.00934657098474906,"4909/374/157285/4851/3730/1969/4193/3985/282991/9759/5925/8522/1012/9114/25914/23242/25861/116985/10602/64787",20
"GO:0042770","signal transduction in response to DNA damage","7/90","172/18723",1.92330362631188e-05,0.0107819372431212,0.00934657098474906,"144455/1112/8493/4193/25946/55367/83667",7
"GO:0007264","small GTPase mediated signal transduction","11/90","502/18723",2.8404173476406e-05,0.0107819372431212,0.00934657098474906,"6236/157285/4851/57568/4254/5925/143872/1012/116985/10602/64787",11
"GO:0030030","cell projection organization","20/90","1522/18723",2.84646371533789e-05,0.0107819372431212,0.00934657098474906,"4909/374/157285/4851/3730/1969/4193/3985/282991/9759/5925/8522/1012/9114/25914/23242/25861/116985/10602/64787",20
"GO:0120032","regulation of plasma membrane bounded cell projection assembly","7/90","186/18723",3.18030284042123e-05,0.0107819372431212,0.00934657098474906,"1969/3985/9759/23242/116985/10602/64787",7
"GO:0060491","regulation of cell projection assembly","7/90","188/18723",3.40527034918949e-05,0.0107819372431212,0.00934657098474906,"1969/3985/9759/23242/116985/10602/64787",7
"GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","5/90","84/18723",5.25176050411697e-05,0.0147807881743647,0.0128130671480561,"144455/138151/4193/5925/55367",5
"GO:1902807","negative regulation of cell cycle G1/S phase transition","5/90","93/18723",8.54607700620271e-05,0.0207233802432169,0.0179645401489186,"144455/138151/4193/5925/55367",5
"GO:0030099","myeloid cell differentiation","9/90","381/18723",8.999493986395e-05,0.0207233802432169,0.0179645401489186,"10202/5613/1969/4254/25946/5925/84959/51522/6223",9
"GO:0045595","regulation of cell differentiation","19/90","1554/18723",0.000123423611299613,0.0260526672851599,0.0225843555413151,"4909/26154/54897/374/4851/5613/4775/4254/4193/2817/9759/25946/5925/639/55544/55502/84959/6223/9555",19
"GO:0120034","positive regulation of plasma membrane bounded cell projection assembly","5/90","105/18723",0.000151764365515543,0.0295707029116053,0.0256340458676455,"9759/23242/116985/10602/64787",5
"GO:0008544","epidermis development","8/90","324/18723",0.000166905192441446,0.0301979180324417,0.0261777617618689,"4909/26154/4851/1969/488/64434/25861/9555",8
"GO:1901988","negative regulation of cell cycle phase transition","7/90","249/18723",0.00019770447030922,0.0316517013546189,0.0274380073662331,"144455/138151/1112/4193/5925/55367/9555",7
