"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0040011","locomotion","27/93","1878/18723",2.43834868035967e-07,0.000472803191500755,0.000408642499923916,"5919/960/26012/85407/5176/93185/30011/4814/3397/2192/655/30812/5414/1956/25777/9922/8828/10076/6781/7205/157285/1902/975/117283/684/9219/7408",27
"GO:0048870","cell motility","25/93","1710/18723",5.72863317650349e-07,0.000472803191500755,0.000408642499923916,"5919/960/26012/85407/5176/93185/30011/4814/3397/2192/655/30812/5414/1956/25777/9922/8828/10076/6781/7205/157285/1902/975/684/9219",25
"GO:0051674","localization of cell","25/93","1710/18723",5.72863317650349e-07,0.000472803191500755,0.000408642499923916,"5919/960/26012/85407/5176/93185/30011/4814/3397/2192/655/30812/5414/1956/25777/9922/8828/10076/6781/7205/157285/1902/975/684/9219",25
"GO:0016477","cell migration","23/93","1526/18723",1.0880054459863e-06,0.000673475371065518,0.000582082913602669,"5919/960/26012/85407/5176/30011/4814/3397/655/30812/5414/1956/25777/9922/8828/10076/6781/7205/157285/1902/975/684/9219",23
"GO:0051270","regulation of cellular component movement","18/93","1116/18723",8.07805935590564e-06,0.00400025499304447,0.00345740940432762,"5919/26012/85407/5176/7139/2192/655/1956/25777/9922/8828/10076/6781/7205/157285/975/684/9219",18
"GO:0022008","neurogenesis","22/93","1632/18723",1.19908675339213e-05,0.00463645465742779,0.00400727502701755,"11113/26012/26227/85407/5176/9572/10397/3397/655/30812/5414/1956/25777/9922/8828/5997/3398/157285/1902/7408/92211/7520",22
"GO:2000145","regulation of cell motility","17/93","1043/18723",1.31079089668798e-05,0.00463645465742779,0.00400727502701755,"5919/26012/85407/5176/2192/655/1956/25777/9922/8828/10076/6781/7205/157285/975/684/9219",17
"GO:0040012","regulation of locomotion","17/93","1082/18723",2.10396314353793e-05,0.00651176592924991,0.00562810140896397,"5919/26012/85407/5176/2192/655/1956/25777/9922/8828/10076/6781/7205/157285/975/684/9219",17
"GO:0033280","response to vitamin D","4/93","35/18723",2.65445305243895e-05,0.00730269528648759,0.00631169948024372,"8614/655/6781/7706",4
"GO:0009888","tissue development","23/93","1870/18723",3.18147827211873e-05,0.00787734020176598,0.00680836350233409,"89/1747/960/26227/85407/93185/8614/7139/1508/3397/7178/655/768/30812/1956/8828/4868/79987/5997/7045/3398/6781/7408",23
