"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048667","cell morphogenesis involved in neuron differentiation","19/104","544/18723",1.40697172256168e-10,2.4668030280913e-07,2.11559467736017e-07,"4009/2043/3670/4744/4884/7804/6091/5015/7408/3730/66008/25861/23768/2115/5364/4851/10152/23022/23242",19
"GO:0000904","cell morphogenesis involved in differentiation","21/104","694/18723",1.86525748815978e-10,2.4668030280913e-07,2.11559467736017e-07,"4009/2043/3670/4744/4884/7804/6091/5015/7408/3730/66008/25861/23768/2115/440193/79834/5364/4851/10152/23022/23242",21
"GO:0061564","axon development","17/104","467/18723",7.82953767496241e-10,6.67864064305127e-07,5.7277765737839e-07,"4009/2043/3670/4744/4884/6091/5015/7408/3730/66008/27242/23768/2115/5364/4851/23022/23242",17
"GO:0048666","neuron development","25/104","1104/18723",1.17079298838955e-09,6.67864064305127e-07,5.7277765737839e-07,"639/4009/2043/3670/4744/4884/7804/6091/5015/10565/7408/3730/66008/27242/25861/23768/2115/9742/482/9139/5364/4851/10152/23022/23242",25
"GO:0007409","axonogenesis","16/104","418/18723",1.26250295709854e-09,6.67864064305127e-07,5.7277765737839e-07,"4009/2043/3670/4744/4884/6091/5015/7408/3730/66008/23768/2115/5364/4851/23022/23242",16
"GO:0031175","neuron projection development","23/104","963/18723",2.25571444958604e-09,9.94394119859181e-07,8.52818357694373e-07,"4009/2043/3670/4744/4884/7804/6091/5015/10565/7408/3730/66008/27242/25861/23768/2115/482/9139/5364/4851/10152/23022/23242",23
"GO:0000902","cell morphogenesis","23/104","988/18723",3.67415123907493e-09,1.38830428962188e-06,1.19064600303857e-06,"4009/2043/3670/4744/4884/7804/6091/5015/7408/3730/66008/25861/23768/2115/440193/79834/10602/9733/5364/4851/10152/23022/23242",23
"GO:0007411","axon guidance","12/104","227/18723",4.88487369665422e-09,1.50845828258363e-06,1.29369320424544e-06,"4009/2043/3670/6091/5015/7408/3730/23768/2115/5364/4851/23022",12
"GO:0097485","neuron projection guidance","12/104","228/18723",5.1327502999065e-09,1.50845828258363e-06,1.29369320424544e-06,"4009/2043/3670/6091/5015/7408/3730/23768/2115/5364/4851/23022",12
"GO:0048812","neuron projection morphogenesis","18/104","615/18723",7.39671718025613e-09,1.95643169417775e-06,1.67788689720547e-06,"4009/2043/3670/4744/4884/7804/6091/5015/7408/3730/66008/23768/2115/5364/4851/10152/23022/23242",18
"GO:0048699","generation of neurons","28/104","1514/18723",8.72560798710001e-09,2.09811210235268e-06,1.79939571408617e-06,"639/4009/2043/3670/4744/6929/4884/7804/55636/6091/5015/10565/7408/3730/66008/27242/25861/23768/2115/1021/9742/482/9139/5364/4851/10152/23022/23242",28
"GO:0120039","plasma membrane bounded cell projection morphogenesis","18/104","630/18723",1.07388943799163e-08,2.18541107097303e-06,1.87426558867651e-06,"4009/2043/3670/4744/4884/7804/6091/5015/7408/3730/66008/23768/2115/5364/4851/10152/23022/23242",18
"GO:0022008","neurogenesis","29/104","1632/18723",1.07411508214176e-08,2.18541107097303e-06,1.87426558867651e-06,"639/4009/2043/3670/4744/6929/4884/5179/7804/55636/6091/5015/10565/7408/3730/66008/27242/25861/23768/2115/1021/9742/482/9139/5364/4851/10152/23022/23242",29
