"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0120035","regulation of plasma membrane bounded cell projection organization","9/48","628/18723",2.63963765056305e-05,0.0112584721883658,0.00961432692172464,"5997/6091/139818/9139/7804/10602/64787/10611/3985",9
"GO:0031346","positive regulation of cell projection organization","7/48","353/18723",3.02177530674437e-05,0.0112584721883658,0.00961432692172464,"5997/6091/139818/9139/7804/10602/64787",7
"GO:0003006","developmental process involved in reproduction","11/48","992/18723",3.23668147203852e-05,0.0112584721883658,0.00961432692172464,"30812/8728/6599/6752/5997/639/8549/1618/23198/5414/3985",11
"GO:0031344","regulation of cell projection organization","9/48","646/18723",3.29435908949988e-05,0.0112584721883658,0.00961432692172464,"5997/6091/139818/9139/7804/10602/64787/10611/3985",9
"GO:0007276","gamete generation","9/48","721/18723",7.71541286419599e-05,0.0179867599038987,0.0153600406063401,"30812/6752/5997/639/8549/1618/23198/5414/3985",9
"GO:0048699","generation of neurons","13/48","1514/18723",7.89470076250124e-05,0.0179867599038987,0.0153600406063401,"30812/7408/5997/26508/639/6091/6929/9139/9922/7804/10611/55502/5414",13
"GO:0022008","neurogenesis","13/48","1632/18723",0.000169014477581249,0.0330061129790811,0.0281860234041512,"30812/7408/5997/26508/639/6091/6929/9139/9922/7804/10611/55502/5414",13
"GO:0001655","urogenital system development","6/48","338/18723",0.000214450164110938,0.0343759159184379,0.0293557854337563,"30812/6599/26508/639/8549/59",6
"GO:0120036","plasma membrane bounded cell projection organization","12/48","1478/18723",0.000268566419793373,0.0343759159184379,0.0293557854337563,"7408/5997/7410/6091/139818/9139/9922/7804/10602/64787/10611/3985",12
"GO:0048609","multicellular organismal reproductive process","9/48","853/18723",0.00027415229980974,0.0343759159184379,0.0293557854337563,"30812/6752/5997/639/8549/1618/23198/5414/3985",9
"GO:0072132","mesenchyme morphogenesis","3/48","52/18723",0.000319966407052,0.0343759159184379,0.0293557854337563,"26508/6091/59",3
"GO:0032504","multicellular organism reproduction","9/48","873/18723",0.000325331102141001,0.0343759159184379,0.0293557854337563,"30812/6752/5997/639/8549/1618/23198/5414/3985",9
"GO:0019953","sexual reproduction","9/48","880/18723",0.000345021784614782,0.0343759159184379,0.0293557854337563,"30812/6752/5997/639/8549/1618/23198/5414/3985",9
"GO:0030030","cell projection organization","12/48","1522/18723",0.00035205766119834,0.0343759159184379,0.0293557854337563,"7408/5997/7410/6091/139818/9139/9922/7804/10602/64787/10611/3985",12
"GO:0030182","neuron differentiation","11/48","1363/18723",0.000537389375204656,0.0489740850603177,0.041822092428208,"30812/7408/5997/26508/639/6091/6929/9139/9922/7804/10611",11
"GO:0007283","spermatogenesis","7/48","572/18723",0.000594281838179871,0.0496787913437092,0.042423886035632,"30812/6752/5997/1618/23198/5414/3985",7
"GO:0003170","heart valve development","3/48","65/18723",0.000617805013052712,0.0496787913437092,0.042423886035632,"26508/639/6091",3
