"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000904","cell morphogenesis involved in differentiation","14/78","694/18723",9.23052764465341e-07,0.00133682091181881,0.00107607875254765,"3670/5015/92211/4744/6091/816/1000/23022/66008/7804/4884/23768/2195/1955",14
"GO:0007267","cell-cell signaling","21/78","1641/18723",2.28165050869107e-06,0.00133682091181881,0.00107607875254765,"3670/1143/8549/816/2982/6854/610/1000/7804/9783/4884/55636/5122/55638/3992/488/2195/9094/8573/7091/4842",21
"GO:0048667","cell morphogenesis involved in neuron differentiation","12/78","544/18723",2.43067619445289e-06,0.00133682091181881,0.00107607875254765,"3670/5015/92211/4744/6091/816/1000/23022/66008/7804/4884/23768",12
"GO:0072132","mesenchyme morphogenesis","5/78","52/18723",2.45739138201988e-06,0.00133682091181881,0.00107607875254765,"3670/26508/6091/7042/59",5
"GO:0050680","negative regulation of epithelial cell proliferation","7/78","164/18723",5.45445041016406e-06,0.0023737768185034,0.00191078010158168,"3670/6091/1030/7042/1021/8573/55294",7
"GO:0099537","trans-synaptic signaling","13/78","724/18723",8.41290568378201e-06,0.0028812376090008,0.00231926247164151,"1143/816/2982/6854/1000/7804/9783/4884/55638/488/9094/8573/4842",13
"GO:0060411","cardiac septum morphogenesis","5/78","68/18723",9.35740930899358e-06,0.0028812376090008,0.00231926247164151,"3670/26508/6091/7042/55636",5
"GO:0000902","cell morphogenesis","15/78","988/18723",1.18035329936019e-05,0.0028812376090008,0.00231926247164151,"3670/5015/92211/4744/6091/816/7042/1000/23022/66008/7804/4884/23768/2195/1955",15
"GO:0099536","synaptic signaling","13/78","748/18723",1.19168834931099e-05,0.0028812376090008,0.00231926247164151,"1143/816/2982/6854/1000/7804/9783/4884/55638/488/9094/8573/4842",13
"GO:0003203","endocardial cushion morphogenesis","4/78","36/18723",1.48350632639218e-05,0.00322810976622938,0.0025984784495964,"3670/26508/6091/7042",4
"GO:0061564","axon development","10/78","467/18723",2.33648703963648e-05,0.00462199618022634,0.00372049228129675,"3670/5015/4744/6091/27242/1000/23022/66008/4884/23768",10
"GO:0071363","cellular response to growth factor stimulus","12/78","687/18723",2.55432107441377e-05,0.0046318355482703,0.00372841251563553,"5015/26508/6091/1030/7042/2549/7804/255743/23089/23768/8573/4842",12
"GO:0003197","endocardial cushion development","4/78","45/18723",3.64727131703177e-05,0.00471313372725643,0.00379385377426214,"3670/26508/6091/7042",4
"GO:0007268","chemical synaptic transmission","12/78","716/18723",3.82500660240222e-05,0.00471313372725643,0.00379385377426214,"1143/816/2982/6854/1000/7804/9783/4884/55638/488/9094/8573",12
"GO:0098916","anterograde trans-synaptic signaling","12/78","716/18723",3.82500660240222e-05,0.00471313372725643,0.00379385377426214,"1143/816/2982/6854/1000/7804/9783/4884/55638/488/9094/8573",12
"GO:0048699","generation of neurons","18/78","1514/18723",3.86310689089821e-05,0.00471313372725643,0.00379385377426214,"3670/5015/92211/4744/26508/6091/816/3714/27242/7042/1000/23022/66008/7804/4884/55636/23768/1021",18
"GO:0070848","response to growth factor","12/78","718/18723",3.93003452185265e-05,0.00471313372725643,0.00379385377426214,"5015/26508/6091/1030/7042/2549/7804/255743/23089/23768/8573/4842",12
"GO:0048729","tissue morphogenesis","11/78","610/18723",4.30513176446878e-05,0.00471313372725643,0.00379385377426214,"3670/26508/6091/8549/3714/7042/255743/55636/59/5613/2195",11
"GO:0045747","positive regulation of Notch signaling pathway","4/78","47/18723",4.33875369621396e-05,0.00471313372725643,0.00379385377426214,"4242/6091/3714/7042",4
"GO:0003184","pulmonary valve morphogenesis","3/78","17/18723",4.53495453971669e-05,0.00471313372725643,0.00379385377426214,"26508/6091/7042",3
"GO:0048812","neuron projection morphogenesis","11/78","615/18723",4.63524287638363e-05,0.00471313372725643,0.00379385377426214,"3670/5015/4744/6091/816/1000/23022/66008/7804/4884/23768",11
