"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007267","cell-cell signaling","14/40","1641/18723",3.89690646467703e-06,0.00536993710832495,0.00376564224691949,"287/5608/65268/3670/2890/8792/1952/6854/4131/1363/55636/7532/6857/139285",14
"GO:0140352","export from cell","10/40","859/18723",9.47393188503444e-06,0.00652753906878873,0.00457740498445349,"5608/3757/3670/8792/10079/493829/6854/55636/376267/6857",10
"GO:0046903","secretion","10/40","935/18723",1.98105267252597e-05,0.00661165822828906,0.00463639313541315,"5608/3670/8792/10079/493829/1952/6854/55636/376267/6857",10
"GO:0032989","cellular component morphogenesis","9/40","744/18723",2.12524151183575e-05,0.00661165822828906,0.00463639313541315,"287/3670/4897/4133/1952/4131/11214/56896/6857",9
"GO:0043270","positive regulation of ion transport","6/40","275/18723",2.39900516265931e-05,0.00661165822828906,0.00463639313541315,"287/5608/65268/3757/8792/6857",6
"GO:0032940","secretion by cell","9/40","792/18723",3.47695945356708e-05,0.00798541687835906,0.00559973469890278,"5608/3670/8792/10079/493829/6854/55636/376267/6857",9
"GO:0086091","regulation of heart rate by cardiac conduction","3/40","39/18723",7.82671905299625e-05,0.015407455507184,0.0108044031438354,"287/3757/3670",3
"GO:0051050","positive regulation of transport","9/40","899/18723",9.28297335236316e-05,0.0159899215994455,0.011212854654565,"287/5608/65268/3757/3670/8792/4133/376267/6857",9
"GO:1901381","positive regulation of potassium ion transmembrane transport","3/40","43/18723",0.00010506544269132,0.0160866866698488,0.0112807106889628,"287/65268/3757",3
"GO:0048588","developmental cell growth","5/40","234/18723",0.00013455564765957,0.0185417682474887,0.01300232468963,"4897/4133/4131/11214/6857",5
"GO:0043268","positive regulation of potassium ion transport","3/40","50/18723",0.000165145555989275,0.0191412415256091,0.0134227024066223,"287/65268/3757",3
"GO:1903530","regulation of secretion by cell","7/40","562/18723",0.000166687154069165,0.0191412415256091,0.0134227024066223,"5608/3670/8792/10079/55636/376267/6857",7
"GO:0003015","heart process","5/40","251/18723",0.000186618369177395,0.0197815471328038,0.0138717135955343,"287/5608/3757/3670/11214",5
"GO:0051049","regulation of transport","12/40","1759/18723",0.000208915367408328,0.0205632411634768,0.0144198727278831,"287/5608/65268/3757/3670/8792/10079/4133/4131/55636/376267/6857",12
"GO:0030029","actin filament-based process","8/40","798/18723",0.000240330805940033,0.0208256614954926,0.0146038937077857,"287/3757/55561/54874/11214/57482/1809/57221",8
"GO:0032308","positive regulation of prostaglandin secretion","2/40","11/18723",0.000241807390368565,0.0208256614954926,0.0146038937077857,"5608/8792",2
"GO:0048812","neuron projection morphogenesis","7/40","615/18723",0.000289284966221425,0.0208399096099469,0.0146138851286619,"3670/4897/4133/1952/4131/56896/6857",7
"GO:0032306","regulation of prostaglandin secretion","2/40","12/18723",0.000289776668896227,0.0208399096099469,0.0146138851286619,"5608/8792",2
"GO:0038063","collagen-activated tyrosine kinase receptor signaling pathway","2/40","12/18723",0.000289776668896227,0.0208399096099469,0.0146138851286619,"1282/1284",2
"GO:0051046","regulation of secretion","7/40","620/18723",0.000303856490499007,0.0208399096099469,0.0146138851286619,"5608/3670/8792/10079/55636/376267/6857",7
"GO:1903532","positive regulation of secretion by cell","5/40","282/18723",0.000319719450860053,0.0208399096099469,0.0146138851286619,"5608/3670/8792/376267/6857",5
"GO:0120039","plasma membrane bounded cell projection morphogenesis","7/40","630/18723",0.00033477823501951,0.0208399096099469,0.0146138851286619,"3670/4897/4133/1952/4131/56896/6857",7
"GO:0048858","cell projection morphogenesis","7/40","634/18723",0.000347835936885906,0.0208399096099469,0.0146138851286619,"3670/4897/4133/1952/4131/56896/6857",7
"GO:0003205","cardiac chamber development","4/40","161/18723",0.000378204034310973,0.0217152149700217,0.0152276887498892,"287/3670/1363/55636",4
"GO:0032990","cell part morphogenesis","7/40","652/18723",0.000411774880657266,0.0220676286457335,0.0154748171238128,"3670/4897/4133/1952/4131/56896/6857",7
"GO:0023061","signal release","6/40","463/18723",0.000416370351806293,0.0220676286457335,0.0154748171238128,"5608/3670/8792/6854/55636/6857",6
"GO:0032310","prostaglandin secretion","2/40","15/18723",0.000459142016494062,0.0226418967199723,0.0158775198143263,"5608/8792",2
"GO:0003208","cardiac ventricle morphogenesis","3/40","71/18723",0.000466852866318655,0.0226418967199723,0.0158775198143263,"3670/1363/55636",3
"GO:1990138","neuron projection extension","4/40","172/18723",0.000485576040094029,0.0226418967199723,0.0158775198143263,"4897/4133/4131/6857",4
"GO:0051047","positive regulation of secretion","5/40","310/18723",0.000492929536719281,0.0226418967199723,0.0158775198143263,"5608/3670/8792/376267/6857",5
"GO:0043269","regulation of ion transport","7/40","693/18723",0.000592977598184097,0.0249744945361766,0.0175132426737531,"287/5608/65268/3757/8792/55636/6857",7
