run	nodes	geneid	local_outdegree_centrality	local_betweenness_centrality	outdegree_centrality	betweenness_centrality	community
1	25	CEMIP2	0.16666666666666666	0.005434782608695652	0.20833333333333331	0.014492753623188406	2
1	25	IGDCC3	0.041666666666666664	0.0	0.041666666666666664	0.014492753623188406	0
1	25	ST6GALNAC5	0.08333333333333333	0.005434782608695652	0.125	0.016304347826086956	3
1	25	IGFBPL1	0.125	0.007246376811594203	0.125	0.007246376811594203	3
1	25	LMX1A	0.125	0.012681159420289856	0.125	0.02355072463768116	0
1	25	CHRNA1	0.08333333333333333	0.007246376811594203	0.08333333333333333	0.007246376811594203	1
1	25	PTPRJ	0.0	0.0	0.0	0.0	1
1	25	B4GALNT4	0.041666666666666664	0.0018115942028985507	0.041666666666666664	0.007246376811594203	3
1	25	OPRD1	0.08333333333333333	0.0	0.125	0.0	1
1	25	PLEKHD1	0.041666666666666664	0.007246376811594203	0.041666666666666664	0.007246376811594203	1
1	25	INAVA	0.0	0.0	0.0	0.0	1
1	25	GRIA4	0.0	0.0	0.0	0.0	0
1	25	KIF1C	0.041666666666666664	0.0	0.041666666666666664	0.0	2
1	25	GNG5	0.0	0.0	0.0	0.0	2
1	25	RBM24	0.041666666666666664	0.010869565217391304	0.041666666666666664	0.010869565217391304	1
1	25	GNB3	0.041666666666666664	0.007246376811594203	0.041666666666666664	0.016304347826086956	0
1	25	PENK	0.0	0.0	0.0	0.0	2
1	25	RGS12	0.041666666666666664	0.0	0.041666666666666664	0.0	2
1	25	RIMS3	0.0	0.0	0.0	0.0	3
1	25	SCN4A	0.0	0.0	0.0	0.0	2
1	25	SDCBP	0.041666666666666664	0.0	0.041666666666666664	0.0	1
1	25	RASGEF1B	0.041666666666666664	0.0	0.041666666666666664	0.0	0
1	25	ISL1	0.0	0.0	0.0	0.0	3
1	25	PRDM1	0.041666666666666664	0.0	0.041666666666666664	0.010869565217391304	0
1	25	FNDC5	0.0	0.0	0.0	0.0	0
1	52	CEMIP2	0.058823529411764705	0.000784313725490196	0.13725490196078433	0.00784313725490196	5
1	52	IGDCC3	0.058823529411764705	0.000392156862745098	0.0784313725490196	0.00196078431372549	1
1	52	ST6GALNAC5	0.058823529411764705	0.002352941176470588	0.0784313725490196	0.009019607843137255	3
1	52	IGFBPL1	0.0784313725490196	0.002352941176470588	0.0784313725490196	0.009411764705882352	3
1	52	LMX1A	0.0784313725490196	0.00392156862745098	0.0784313725490196	0.008235294117647058	1
1	52	SYT4	0.0392156862745098	0.012549019607843137	0.0392156862745098	0.028235294117647056	0
1	52	MAP2	0.0392156862745098	0.011764705882352941	0.0392156862745098	0.023529411764705882	0
1	52	CHRNA1	0.0392156862745098	0.007058823529411764	0.0392156862745098	0.014117647058823528	2
1	52	PTPRJ	0.0196078431372549	0.0	0.0196078431372549	0.0	2
1	52	B4GALNT4	0.0196078431372549	0.000784313725490196	0.0196078431372549	0.002352941176470588	3
1	52	OPRD1	0.0784313725490196	0.0	0.09803921568627451	0.0	2
1	52	TRIM2	0.0392156862745098	0.009411764705882352	0.0392156862745098	0.009411764705882352	0
1	52	CKB	0.058823529411764705	0.0	0.058823529411764705	0.0	4
1	52	ENO3	0.058823529411764705	0.001176470588235294	0.058823529411764705	0.003529411764705882	4
1	52	PLEKHD1	0.0	0.0	0.0196078431372549	0.004313725490196078	4
1	52	INAVA	0.0	0.0	0.0	0.0	1
1	52	GRIA4	0.0	0.0	0.0	0.0	1
1	52	DOCK11	0.0392156862745098	0.0	0.0392156862745098	0.0	4
1	52	KIF1C	0.0196078431372549	0.0	0.0196078431372549	0.0	2
1	52	GNG5	0.0196078431372549	0.002352941176470588	0.0196078431372549	0.007058823529411764	2
1	52	RBM24	0.0196078431372549	0.004705882352941176	0.0392156862745098	0.010980392156862745	2
1	52	GNB3	0.058823529411764705	0.004313725490196078	0.058823529411764705	0.008235294117647058	1
1	52	ADGRA1	0.0392156862745098	0.0	0.0392156862745098	0.0	3
1	52	PEG10	0.0	0.0	0.0196078431372549	0.014117647058823528	3
