run	nodes	geneid	local_outdegree_centrality	local_betweenness_centrality	outdegree_centrality	betweenness_centrality	community
1	22	STK32C	0.047619047619047616	0.0	0.047619047619047616	0.0	2
1	22	LRP8	0.047619047619047616	0.004761904761904762	0.047619047619047616	0.009523809523809525	2
1	22	CDH15	0.09523809523809523	0.0	0.09523809523809523	0.004761904761904762	1
1	22	ACTN3	0.0	0.0	0.0	0.0	1
1	22	SLC7A1	0.09523809523809523	0.004761904761904762	0.09523809523809523	0.004761904761904762	4
1	22	VASP	0.0	0.0	0.0	0.0	4
1	22	PGM2L1	0.047619047619047616	0.0	0.047619047619047616	0.002380952380952381	3
1	22	TMEM169	0.0	0.0	0.0	0.0	3
1	22	H1-0	0.09523809523809523	0.0	0.14285714285714285	0.0	0
1	22	KANK4	0.09523809523809523	0.0	0.09523809523809523	0.0	0
1	22	GUCY1A1	0.0	0.0	0.0	0.0	0
1	22	SNHG1	0.09523809523809523	0.0	0.19047619047619047	0.0	1
1	22	NOS1	0.0	0.0	0.0	0.0	1
1	22	IQSEC1	0.047619047619047616	0.0	0.09523809523809523	0.0	4
1	22	PFKFB3	0.0	0.0	0.0	0.0	1
1	22	KLF6	0.09523809523809523	0.0	0.14285714285714285	0.0	3
1	22	LAMA4	0.0	0.0	0.0	0.0	3
1	22	TIMP3	0.0	0.0	0.0	0.0	4
1	22	NPTX1	0.047619047619047616	0.004761904761904762	0.047619047619047616	0.0071428571428571435	2
1	22	IGFBP3	0.0	0.0	0.0	0.0	0
1	22	LMX1A	0.0	0.0	0.0	0.0	2
1	22	TACC1	0.0	0.0	0.0	0.0	0
1	50	STK32C	0.08163265306122448	0.0	0.1020408163265306	0.0	5
1	50	LRP8	0.02040816326530612	0.00042517006802721087	0.02040816326530612	0.012755102040816327	5
1	50	CDH15	0.08163265306122448	0.0	0.08163265306122448	0.004251700680272108	4
1	50	ACTN3	0.0	0.0	0.0	0.0	4
1	50	FNDC5	0.061224489795918366	0.0	0.08163265306122448	0.0	0
1	50	SCRN1	0.061224489795918366	0.004251700680272108	0.061224489795918366	0.013605442176870748	0
1	50	SLC7A1	0.08163265306122448	0.004251700680272108	0.08163265306122448	0.004251700680272108	2
1	50	VASP	0.0	0.0	0.0	0.0	2
1	50	PGM2L1	0.02040816326530612	0.0	0.02040816326530612	0.0	3
1	50	TMEM169	0.04081632653061224	0.003826530612244898	0.04081632653061224	0.04549319727891156	3
1	50	H1-0	0.061224489795918366	0.0008503401360544217	0.1020408163265306	0.008928571428571428	1
1	50	KANK4	0.1020408163265306	0.0	0.1020408163265306	0.0	1
1	50	GUCY1A1	0.0	0.0	0.0	0.0	1
1	50	SNHG1	0.08163265306122448	0.002551020408163265	0.14285714285714285	0.0663265306122449	0
1	50	NOS1	0.02040816326530612	0.0012755102040816326	0.02040816326530612	0.01020408163265306	0
1	50	IQSEC1	0.04081632653061224	0.0	0.061224489795918366	0.0	2
1	50	PFKFB3	0.02040816326530612	0.00042517006802721087	0.02040816326530612	0.006802721088435374	4
1	50	KLF6	0.061224489795918366	0.0	0.08163265306122448	0.0	3
1	50	LAMA4	0.0	0.0	0.0	0.0	3
1	50	TIMP3	0.0	0.0	0.0	0.0	2
1	50	NPTX1	0.02040816326530612	0.00042517006802721087	0.02040816326530612	0.014455782312925169	5
1	50	IGFBP3	0.0	0.0	0.0	0.0	1
1	50	SYBU	0.02040816326530612	0.0	0.02040816326530612	0.0	0
1	50	NPPC	0.0	0.0	0.0	0.0	0
1	50	OLFML2A	0.04081632653061224	0.0012755102040816326	0.04081632653061224	0.02848639455782313	0
1	50	LMX1A	0.0	0.0	0.02040816326530612	0.022108843537414966	5
1	50	TACC1	0.0	0.0	0.0	0.0	1
1	50	SMARCC1	0.0	0.0	0.0	0.0	2
1	50	KCNE4	0.0	0.0	0.0	0.0	5
1	50	SLAIN1	0.02040816326530612	0.00042517006802721087	0.02040816326530612	0.00042517006802721087	1
1	50	HEYL	0.02040816326530612	0.0017006802721088435	0.04081632653061224	0.04124149659863945	3
1	50	UNC119	0.0	0.0	0.0	0.0	3
1	50	SEC24D	0.02040816326530612	0.0012755102040816326	0.02040816326530612	0.0012755102040816326	2
1	50	HEY1	0.02040816326530612	0.0	0.02040816326530612	0.0	3
1	50	ADAMTS17	0.0	0.0	0.0	0.0	3
1	50	PSME1	0.0	0.0	0.0	0.0	4
1	50	LGALS3BP	0.0	0.0	0.0	0.0	0
1	50	PTPRJ	0.02040816326530612	0.0	0.02040816326530612	0.0	2
1	50	ITGA8	0.0	0.0	0.0	0.0	3
1	50	PPIF	0.0	0.0	0.0	0.0	2
1	50	DAZL	0.0	0.0	0.0	0.0	0
1	50	CA9	0.0	0.0	0.0	0.0	4
1	50	SYT4	0.0	0.0	0.0	0.0	1
1	50	HELZ2	0.0	0.0	0.0	0.0	4
1	50	NPHS1	0.0	0.0	0.0	0.0	0
1	50	CDHR1	0.0	0.0	0.0	0.0	1
1	50	COL12A1	0.0	0.0	0.0	0.0	2
1	50	ADGRA1	0.0	0.0	0.0	0.0	0
1	50	MT1F	0.0	0.0	0.0	0.0	5
1	50	ARHGAP26	0.0	0.0	0.0	0.0	1
