run	nodes	geneid	local_outdegree_centrality	local_betweenness_centrality	outdegree_centrality	betweenness_centrality	community
1	24	OTX2	0.13043478260869565	0.01976284584980237	0.13043478260869565	0.04545454545454545	0
1	24	CDHR1	0.08695652173913043	0.005928853754940711	0.13043478260869565	0.04150197628458498	0
1	24	VASP	0.043478260869565216	0.003952569169960474	0.043478260869565216	0.005928853754940711	1
1	24	RBM38	0.0	0.0	0.0	0.0	1
1	24	PRDM1	0.043478260869565216	0.0	0.08695652173913043	0.0	2
1	24	CHRNB4	0.08695652173913043	0.01383399209486166	0.08695652173913043	0.03359683794466403	0
1	24	TNFRSF21	0.0	0.0	0.0	0.0	0
1	24	B4GALNT4	0.043478260869565216	0.009881422924901184	0.043478260869565216	0.02766798418972332	0
1	24	ADAM19	0.13043478260869565	0.0	0.13043478260869565	0.0	1
1	24	SSTR2	0.043478260869565216	0.001976284584980237	0.043478260869565216	0.001976284584980237	1
1	24	PHLDA1	0.043478260869565216	0.001976284584980237	0.043478260869565216	0.001976284584980237	2
1	24	RGR	0.0	0.0	0.0	0.0	2
1	24	PXDN	0.043478260869565216	0.0	0.043478260869565216	0.0	1
1	24	NEFH	0.08695652173913043	0.0	0.08695652173913043	0.0	0
1	24	MFNG	0.0	0.0	0.0	0.0	0
1	24	SMARCC1	0.08695652173913043	0.0	0.13043478260869565	0.0	2
1	24	ISL1	0.043478260869565216	0.0	0.08695652173913043	0.0	4
1	24	ST6GALNAC5	0.0	0.0	0.0	0.0	4
1	24	KIAA0040	0.043478260869565216	0.0	0.043478260869565216	0.01383399209486166	3
1	24	CBFA2T2	0.043478260869565216	0.001976284584980237	0.043478260869565216	0.001976284584980237	2
1	24	PRR35	0.0	0.0	0.0	0.0	3
1	24	SOX8	0.0	0.0	0.0	0.0	1
1	24	RGS2	0.0	0.0	0.0	0.0	1
1	24	IGDCC3	0.0	0.0	0.0	0.0	2
1	50	OTX2	0.061224489795918366	0.007653061224489796	0.08163265306122448	0.02933673469387755	2
1	50	CDHR1	0.1020408163265306	0.01870748299319728	0.12244897959183673	0.04549319727891156	2
1	50	VASP	0.061224489795918366	0.003826530612244898	0.061224489795918366	0.011904761904761904	0
1	50	RBM38	0.02040816326530612	0.0	0.02040816326530612	0.0	0
1	50	GUCY1A2	0.061224489795918366	0.0	0.061224489795918366	0.0	1
1	50	PAG1	0.0	0.0	0.0	0.0	1
1	50	PRDM1	0.02040816326530612	0.0	0.04081632653061224	0.0	0
1	50	CHRNB4	0.14285714285714285	0.006802721088435374	0.22448979591836732	0.05442176870748299	1
1	50	TNFRSF21	0.0	0.0	0.0	0.0	1
1	50	B4GALNT4	0.061224489795918366	0.00042517006802721087	0.08163265306122448	0.00042517006802721087	2
1	50	ADAM19	0.04081632653061224	0.003826530612244898	0.061224489795918366	0.011479591836734693	3
1	50	SSTR2	0.04081632653061224	0.002125850340136054	0.061224489795918366	0.0055272108843537416	3
1	50	PHLDA1	0.061224489795918366	0.004251700680272108	0.061224489795918366	0.011479591836734693	0
1	50	RGR	0.04081632653061224	0.00977891156462585	0.04081632653061224	0.01403061224489796	0
1	50	PXDN	0.02040816326530612	0.003826530612244898	0.02040816326530612	0.002976190476190476	0
1	50	NEFH	0.08163265306122448	0.008503401360544217	0.12244897959183673	0.026785714285714284	2
1	50	MFNG	0.02040816326530612	0.002976190476190476	0.02040816326530612	0.007227891156462584	2
1	50	SMARCC1	0.1020408163265306	0.007653061224489796	0.1020408163265306	0.015306122448979591	0
1	50	ISL1	0.061224489795918366	0.007227891156462584	0.1020408163265306	0.023809523809523808	1
1	50	ST6GALNAC5	0.02040816326530612	0.0055272108843537416	0.02040816326530612	0.015731292517006803	1
1	50	KIAA0040	0.04081632653061224	0.0	0.04081632653061224	0.002551020408163265	2
1	50	CBFA2T2	0.04081632653061224	0.0	0.061224489795918366	0.006802721088435374	0
1	50	PRR35	0.0	0.0	0.0	0.0	2
1	50	SOX8	0.02040816326530612	0.0017006802721088435	0.04081632653061224	0.008078231292517007	3
1	50	RGS2	0.0	0.0	0.0	0.0	3
1	50	IGDCC3	0.0	0.0	0.0	0.0	0
1	50	JAG2	0.04081632653061224	0.0	0.04081632653061224	0.0	4
1	50	HCN2	0.02040816326530612	0.00042517006802721087	0.02040816326530612	0.00042517006802721087	4
1	50	CACNA1H	0.061224489795918366	0.003401360544217687	0.061224489795918366	0.003401360544217687	1
1	50	TCF3	0.02040816326530612	0.002551020408163265	0.02040816326530612	0.002551020408163265	0
